Measuring with data size 128x128 (repeating 30)
Measuring with data size 256x256 (repeating 30)
Measuring with data size 384x384 (repeating 30)
Measuring with data size 512x512 (repeating 30)
Measuring with data size 640x640 (repeating 30)
Measuring with data size 768x768 (repeating 30)
Measuring with data size 896x896 (repeating 30)
Measuring with data size 1024x1024 (repeating 30)
Measuring with data size 1152x1152 (repeating 30)
Measuring with data size 1280x1280 (repeating 30)
Measuring with data size 1408x1408 (repeating 30)
Measuring with data size 1536x1536 (repeating 30)
Measuring with data size 1664x1664 (repeating 30)
Measuring with data size 1792x1792 (repeating 30)
Measuring with data size 1920x1920 (repeating 30)
Measuring with data size 2048x2048 (repeating 30)
Measuring with data size 2176x2176 (repeating 30)
Measuring with data size 2304x2304 (repeating 30)
Measuring with data size 2432x2432 (repeating 30)
Measuring with data size 2560x2560 (repeating 30)
Measuring with data size 2688x2688 (repeating 30)
Measuring with data size 2816x2816 (repeating 30)
Measuring with data size 2944x2944 (repeating 30)
Measuring with data size 3072x3072 (repeating 30)
Measuring with data size 3200x3200 (repeating 30)
Measuring with data size 3328x3328 (repeating 30)
Measuring with data size 3456x3456 (repeating 30)
Measuring with data size 3584x3584 (repeating 30)
Measuring with data size 3712x3712 (repeating 30)
Measuring with data size 3840x3840 (repeating 30)
Measuring with data size 3968x3968 (repeating 30)
Measuring with data size 4096x4096 (repeating 30)
Measuring with data size 4224x4224 (repeating 30)
Measuring with data size 4352x4352 (repeating 30)
Measuring with data size 4480x4480 (repeating 30)
Measuring with data size 4608x4608 (repeating 30)
Measuring with data size 4736x4736 (repeating 30)
Measuring with data size 4864x4864 (repeating 30)
Measuring with data size 4992x4992 (repeating 30)
Measuring with data size 5120x5120 (repeating 30)
Measuring with data size 5248x5248 (repeating 30)
Measuring with data size 5376x5376 (repeating 30)
Measuring with data size 5504x5504 (repeating 30)
Measuring with data size 5632x5632 (repeating 30)
Measuring with data size 5760x5760 (repeating 30)
Measuring with data size 5888x5888 (repeating 30)
Measuring with data size 6016x6016 (repeating 30)
Measuring with data size 6144x6144 (repeating 30)
Measuring with data size 6272x6272 (repeating 30)
Measuring with data size 6400x6400 (repeating 30)
Measuring with data size 6528x6528 (repeating 30)
Measuring with data size 6656x6656 (repeating 30)
Measuring with data size 6784x6784 (repeating 30)
Measuring with data size 6912x6912 (repeating 30)
Measuring with data size 7040x7040 (repeating 30)
Measuring with data size 7168x7168 (repeating 30)
Measuring with data size 7296x7296 (repeating 30)
Measuring with data size 7424x7424 (repeating 30)
Measuring with data size 7552x7552 (repeating 30)
Measuring with data size 7680x7680 (repeating 30)
Measuring with data size 7808x7808 (repeating 30)
Measuring with data size 7936x7936 (repeating 30)
Measuring with data size 8064x8064 (repeating 30)
Measuring with data size 8192x8192 (repeating 30)
.0;9.53674316406e-07
numpy_dot;6;384;0.00135898590088;9.53674316406e-07;0.0
numpy_dot;7;384;0.00152587890625;0.0;1.19209289551e-06
numpy_dot;8;384;0.00148296356201;0.0;0.0
numpy_dot;9;384;0.0015070438385;9.53674316406e-07;0.0
numpy_dot;10;384;0.00154089927673;0.0;0.0
numpy_dot;11;384;0.00149488449097;0.0;0.0
numpy_dot;12;384;0.00133800506592;9.53674316406e-07;0.0
numpy_dot;13;384;0.00147604942322;9.53674316406e-07;0.0
numpy_dot;14;384;0.00143313407898;0.0;0.0
numpy_dot;15;384;0.00129818916321;0.0;0.0
numpy_dot;16;384;0.0014750957489;9.53674316406e-07;0.0
numpy_dot;17;384;0.00142598152161;0.0;0.0
numpy_dot;18;384;0.00130009651184;0.0;0.0
numpy_dot;19;384;0.0014181137085;0.0;0.0
numpy_dot;20;384;0.00137209892273;0.0;0.0
numpy_dot;21;384;0.0012481212616;9.53674316406e-07;0.0
numpy_dot;22;384;0.00138282775879;0.0;0.0
numpy_dot;23;384;0.00137686729431;0.0;1.19209289551e-06
numpy_dot;24;384;0.00126194953918;0.0;1.19209289551e-06
numpy_dot;25;384;0.00139904022217;9.53674316406e-07;0.0
numpy_dot;26;384;0.00139999389648;0.0;0.0
numpy_dot;27;384;0.00119495391846;0.0;0.0
numpy_dot;28;384;0.00137090682983;0.0;0.0
numpy_dot;29;384;0.00133609771729;0.0;0.0
numpy_dot;0;512;0.0188238620758;0.0;9.53674316406e-07
numpy_dot;1;512;0.00231218338013;0.0;0.0
numpy_dot;2;512;0.00203418731689;0.0;0.0
numpy_dot;3;512;0.00203084945679;0.0;0.0
numpy_dot;4;512;0.0020010471344;0.0;0.0
numpy_dot;5;512;0.00198602676392;0.0;9.53674316406e-07
numpy_dot;6;512;0.00197696685791;0.0;0.0
numpy_dot;7;512;0.00194501876831;0.0;0.0
numpy_dot;8;512;0.00198316574097;0.0;9.53674316406e-07
numpy_dot;9;512;0.00197887420654;0.0;0.0
numpy_dot;10;512;0.00192189216614;0.0;0.0
numpy_dot;11;512;0.00195217132568;0.0;0.0
numpy_dot;12;512;0.00194907188416;0.0;0.0
numpy_dot;13;512;0.00191402435303;0.0;0.0
numpy_dot;14;512;0.00195717811584;0.0;0.0
numpy_dot;15;512;0.00194191932678;0.0;9.53674316406e-07
numpy_dot;16;512;0.00188493728638;0.0;0.0
numpy_dot;17;512;0.00190711021423;0.0;9.53674316406e-07
numpy_dot;18;512;0.00191497802734;1.19209289551e-06;0.0
numpy_dot;19;512;0.00187802314758;0.0;0.0
numpy_dot;20;512;0.00191211700439;9.53674316406e-07;0.0
numpy_dot;21;512;0.0018789768219;0.0;0.0
numpy_dot;22;512;0.00184988975525;9.53674316406e-07;0.0
numpy_dot;23;512;0.00188994407654;9.53674316406e-07;0.0
numpy_dot;24;512;0.00188899040222;0.0;9.53674316406e-07
numpy_dot;25;512;0.00188612937927;0.0;0.0
numpy_dot;26;512;0.00185489654541;0.0;0.0
numpy_dot;27;512;0.00185799598694;0.0;0.0
numpy_dot;28;512;0.00183010101318;0.0;0.0
numpy_dot;29;512;0.00185489654541;0.0;0.0
numpy_dot;0;640;0.0118339061737;9.53674316406e-07;0.0
numpy_dot;1;640;0.00372099876404;0.0;9.53674316406e-07
